10,1e-06,3.4373041555,2.89381522647,23072.330858
10,1e-05,3.50494499625,2.92678870701,23058.885942
10,0.0001,3.57399679454,2.95500250429,23099.562446
10,0.001,3.46747676884,2.90773347349,23147.941452
10,0.01,3.38484015508,2.89063767711,23140.766855
10,0.1,3.13613429546,2.73166614381,24005.434640
10,1,2.82690154792,2.55244330897,29978.942758
10,10,2.34488815204,2.08688343396,71878.151805
10,100,1.38608822039,1.06222878221,300907.681753
10,1000.0,0.930292688077,0.222546002021,686352.000009
10,10000.0,0.93029268808,0.22254600202,686352.000000
5,10,2.38941554982,2.13808829718,74010.597370
10,10,2.34333915664,2.08534299335,71880.064085
15,10,2.32615035504,2.06387827798,70601.874867
20,10,2.31375505461,2.0479135714,69664.488811
25,10,2.30366193795,2.03485540755,68970.713475
30,10,2.29657764607,2.0259724559,68428.690929
35,10,2.29141619248,2.01910113924,67998.269562
40,10,2.28636126094,2.01280199399,67652.662172
45,10,2.28283389827,2.00861989133,67393.291351
50,10,2.27964033802,2.00475997042,67192.942396
